Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
3/10/2023 14:00,General ,FBPAGE,Community Engagement ,12299,486,Video
3/10/2023 14:01,General ,TWITTER,Community Engagement ,17155,445,Video
3/10/2023 14:13,Content Creators,YOUTUBE,N/A ,1875,62,Video
3/10/2023 14:13,Content Creators,YOUTUBE,N/A ,2253,53,Video
3/10/2023 14:14,Content Creators,YOUTUBE,N/A ,2939,88,Video
3/10/2023 14:14,Content Creators,YOUTUBE,N/A ,32,2,Video
3/10/2023 14:14,Content Creators,YOUTUBE,N/A ,5015,70,Video
3/10/2023 14:14,Content Creators,YOUTUBE,N/A ,5685,118,Video
3/10/2023 14:29,DOTA2,TWITTER,N/A ,1084,20,Photo
3/10/2023 15:00,General ,TIKTOK_BUSINESS,Evergreen ,304,6,Video
3/10/2023 15:05,General ,INSTAGRAM,Evergreen ,9394,89,Video
3/10/2023 15:17,General ,YOUTUBE,N/A ,0,0,Text
3/10/2023 15:49,General ,INSTAGRAM,Community Engagement ,7394,0,Photo
3/10/2023 15:59,DOTA2,TWITTER,N/A ,551,5,Photo
3/10/2023 15:59,General ,TWITTER,Community Engagement ,34490,505,Photo
3/10/2023 15:59,General ,FBPAGE,N/A ,28713,1031,Photo
3/10/2023 16:13,DOTA2,TWITTER,N/A ,675,4,Text
3/10/2023 16:35,DOTA2,TWITTER,N/A ,3855,412,Photo
3/10/2023 16:39,DOTA2,TWITTER,N/A ,0,0,Video
3/10/2023 16:39,General ,TWITTER,Community Engagement ,15257,622,Video
3/10/2023 16:45,DOTA2,TWITTER,N/A ,613,9,Photo
3/10/2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
3/10/2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
3/10/2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
3/10/2023 16:45,General ,FBPAGE,N/A ,23309,1176,Photo
3/10/2023 16:46,General ,TWITTER,Community Engagement ,19025,195,Photo
3/10/2023 16:49,General ,TWITTER,Community Engagement ,23514,479,Photo
3/10/2023 16:51,General ,TWITTER,N/A ,0,0,Text
3/10/2023 16:53,DOTA2,TWITTER,N/A ,581,4,Photo
3/10/2023 16:53,General ,TWITTER,N/A ,0,0,Text
3/10/2023 17:09,General ,TWITTER,Community Engagement ,1005,35,Video
3/10/2023 17:09,General ,TWITTER,Community Engagement ,15238,179,Photo
3/11/2023 6:30,General ,TIKTOK_BUSINESS,Evergreen ,191,6,Video
3/11/2023 6:30,General ,INSTAGRAM,Evergreen ,11861,81,Video
3/11/2023 9:44,DOTA2,TWITTER,N/A ,0,0,Photo
3/11/2023 9:44,DOTA2,TWITTER,N/A ,90,5,Text
3/11/2023 9:45,DOTA2,TWITTER,Evil Exhibited ,1077,11,Text
3/11/2023 10:36,General ,TWITTER,Evil Exhibited ,19175,790,Video
3/11/2023 10:37,DOTA2,TWITTER,Evil Exhibited ,1391,84,Video
3/11/2023 11:27,DOTA2,TWITTER,Evil Exhibited ,617,13,Photo
3/11/2023 11:31,General ,TWITTER,Evil Exhibited ,36744,240,Photo
3/11/2023 11:37,General ,INSTAGRAM,Evil Exhibited ,6098,0,Photo
3/11/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,49,3,Video
3/11/2023 12:39,General ,TWITTER,N/A ,0,0,Photo
3/11/2023 13:08,General ,TWITTER,Community Engagement ,13281,67,Photo
3/11/2023 13:45,General ,TWITTER,Community Engagement ,12438,48,Photo
3/11/2023 14:09,General ,TIKTOK_BUSINESS,Evil Exhibited ,296,14,Video
3/11/2023 14:09,General ,INSTAGRAM,Evil Exhibited ,10251,174,Video
3/11/2023 14:26,DOTA2,TWITTER,Evil Exhibited ,616,9,Photo
3/11/2023 14:27,General ,TWITTER,Evil Exhibited ,17645,101,Photo
3/11/2023 14:32,General ,TWITTER,Community Engagement ,12987,72,Photo
3/11/2023 14:35,General ,INSTAGRAM,Evil Exhibited ,5318,0,Photo
3/11/2023 14:58,DOTA2,TWITTER,Evil Exhibited ,205,1,Text
3/11/2023 15:19,DOTA2,TWITTER,Evil Exhibited ,308,2,Text
3/11/2023 15:30,General ,TWITTER,Evil Exhibited ,19378,92,Photo
3/11/2023 15:32,General ,INSTAGRAM,Evil Exhibited ,4994,0,Photo
3/11/2023 15:35,DOTA2,TWITTER,Evil Exhibited ,626,5,Photo
3/11/2023 16:02,DOTA2,TWITTER,Evil Exhibited ,992,13,Photo
3/11/2023 16:06,General ,TWITTER,Evil Exhibited ,15678,43,Photo
3/11/2023 16:08,General ,INSTAGRAM,Evil Exhibited ,4754,0,Photo
3/11/2023 16:55,DOTA2,TWITTER,Evil Exhibited ,631,5,Photo
3/11/2023 16:55,General ,TWITTER,Evil Exhibited ,27211,132,Photo
3/11/2023 16:58,General ,INSTAGRAM,Evil Exhibited ,4610,0,Photo
3/11/2023 17:59,General ,TWITTER,Evil Exhibited ,18435,27,Photo
3/11/2023 18:01,General ,INSTAGRAM,Evil Exhibited ,4560,0,Photo
3/11/2023 18:55,DOTA2,TWITTER,Evil Exhibited ,1133,22,Photo
3/11/2023 19:01,General ,TWITTER,Evil Exhibited ,15470,82,Photo
3/11/2023 19:03,General ,INSTAGRAM,Evil Exhibited ,4375,0,Photo
3/12/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,69,2,Video
3/13/2023 10:32,Valorant,YOUTUBE,Evil Exhibited ,461,13,Video
3/13/2023 10:51,General ,TIKTOK_BUSINESS,Evergreen ,1107,106,Video
3/13/2023 10:51,General ,INSTAGRAM,Evergreen ,7425,96,Video
3/13/2023 11:30,General ,TWITTER,Community Engagement ,15933,143,Photo
3/13/2023 11:30,General,LINKEDIN_COMPANY,Community Engagement ,1593,33,Photo
3/13/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,97,5,Video
3/13/2023 12:30,General ,TIKTOK_BUSINESS,Evergreen ,4004,107,Video
3/13/2023 12:30,General ,INSTAGRAM,Evergreen ,129706,1341,Video
3/13/2023 16:01,General ,TWITTER,Community Engagement ,16827,94,Photo
3/13/2023 16:42,General ,TWITTER,Community Engagement ,15510,55,Photo
3/13/2023 17:22,General ,TWITTER,N/A ,0,0,Photo
3/13/2023 17:25,General ,TWITTER,Community Engagement ,19404,367,Video
3/13/2023 17:29,General ,TWITTER,Community Engagement ,332,12,Video
3/13/2023 17:36,General ,TWITTER,Community Engagement ,16208,245,Video
3/13/2023 17:37,General ,TWITTER,Community Engagement ,17863,83,Photo
3/13/2023 18:17,General ,TWITTER,Community Engagement ,113,4,Text
3/13/2023 18:29,General ,TWITTER,Community Engagement ,15424,299,Video
3/13/2023 18:37,General ,TWITTER,Community Engagement ,15114,114,Photo
3/14/2023 7:23,DOTA2,TWITTER,N/A ,134,4,Text
3/14/2023 9:12,DOTA2,TWITTER,Evil Exhibited ,1268,22,Text
3/14/2023 9:13,DOTA2,TWITTER,Community Engagement ,7301,966,Photo
3/14/2023 9:13,General ,FBPAGE,Community Engagement ,22829,7054,Photo
3/14/2023 9:13,General ,FBPAGE,Community Engagement ,22829,7054,Photo
3/14/2023 9:13,General ,FBPAGE,Community Engagement ,45658,14107,Photo
3/14/2023 9:14,DOTA2,TWITTER,N/A ,1052,97,Photo
3/14/2023 9:14,General ,FBPAGE,N/A ,0,0,Photo
3/14/2023 9:14,General ,FBPAGE,N/A ,0,0,Photo
3/14/2023 9:26,General ,TWITTER,N/A ,0,0,Video
3/14/2023 9:27,General ,TWITTER,Evil Exhibited ,3891,165,Video
3/14/2023 9:30,General ,TIKTOK_BUSINESS,Evergreen ,14656,1659,Video
3/14/2023 9:30,General ,INSTAGRAM,Evergreen ,12644,263,Video
3/14/2023 10:04,DOTA2,TWITTER,N/A ,0,0,Video
3/14/2023 10:05,DOTA2,TWITTER,Evil Exhibited ,1094,36,Text
3/14/2023 10:47,Valorant,YOUTUBE,Evil Exhibited ,442,17,Video
3/14/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,286,5,Video
3/14/2023 12:00,General ,INSTAGRAM,Evergreen ,9118,87,Video
3/14/2023 13:50,DOTA2,TWITTER,Community Engagement ,1114,74,Photo
3/14/2023 13:50,General ,FBPAGE,Community Engagement ,19872,2222,Photo
3/14/2023 13:52,General ,TWITTER,Community Engagement ,22048,275,Photo
3/14/2023 13:52,General,LINKEDIN_COMPANY,Community Engagement ,2754,42,Photo
3/14/2023 13:53,General ,TWITTER,Community Engagement ,293,8,Video
3/14/2023 14:00,General ,FBPAGE,Community Engagement ,23048,641,Photo
3/14/2023 14:04,General ,INSTAGRAM,Community Engagement ,4044,0,Video
3/14/2023 14:05,General ,INSTAGRAM,N/A ,0,0,Photo
3/14/2023 14:05,General ,INSTAGRAM,N/A ,0,0,Photo
3/14/2023 14:11,General,LINKEDIN_COMPANY,Community Engagement ,1433,27,Photo
3/14/2023 14:28,DOTA2,TWITTER,N/A ,81,12,Photo
3/14/2023 14:40,General ,FBPAGE,Community Engagement ,43516,6130,Photo
3/14/2023 14:41,DOTA2,TWITTER,Community Engagement ,1377,128,Photo
3/14/2023 14:43,General ,YOUTUBE,N/A ,1259,16,Video
3/14/2023 14:44,General ,YOUTUBE,N/A ,0,0,Video
3/14/2023 14:44,General ,YOUTUBE,N/A ,0,0,Video
3/14/2023 14:57,DOTA2,TWITTER,Community Engagement ,1573,101,Photo
3/14/2023 14:57,General ,FBPAGE,Community Engagement ,40092,7575,Photo
3/14/2023 15:05,General ,FBPAGE,N/A ,0,0,Text
3/14/2023 16:12,DOTA2,TWITTER,Community Engagement ,1786,82,Photo
3/14/2023 16:12,General ,FBPAGE,Community Engagement ,22435,2648,Photo
3/14/2023 17:00,DOTA2,TWITTER,N/A ,1524,53,Text
3/14/2023 17:14,CSGO,TWITTER,Community Engagement ,2761,60,Photo
3/14/2023 17:18,DOTA2,TWITTER,Community Engagement ,4367,184,Photo
3/14/2023 17:18,General ,FBPAGE,Community Engagement ,31467,5117,Photo
3/14/2023 18:17,CSGO,TWITTER,Community Engagement ,1756,18,Photo
3/14/2023 19:19,CSGO,TWITTER,Community Engagement ,1130,20,Photo
3/15/2023 9:59,General ,TWITTER,Community Engagement ,21041,347,Text
3/15/2023 10:01,DOTA2,TWITTER,N/A ,717,11,Text
3/15/2023 11:00,DOTA2,TWITTER,Community Engagement ,2399,344,Video
3/15/2023 11:00,General ,FBPAGE,Community Engagement ,28783,6098,Video
3/15/2023 11:30,General ,TWITTER,N/A ,0,0,Link
3/15/2023 11:31,CSGO,TWITTER,Community Engagement ,264,13,Text
3/15/2023 12:12,DOTA2,TWITTER,N/A ,0,0,Photo
3/15/2023 12:20,DOTA2,TWITTER,N/A ,968,90,Text
3/15/2023 12:20,DOTA2,TWITTER,N/A ,2211,126,Text
3/15/2023 12:30,General ,INSTAGRAM,Evergreen ,16378,298,Video
3/15/2023 12:48,General ,YOUTUBE,N/A ,487,9,Video
3/15/2023 12:48,General ,YOUTUBE,N/A ,0,0,Video
3/15/2023 13:30,General ,TWITTER,Community Engagement ,13924,108,Photo
3/15/2023 13:52,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 13:52,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 13:52,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 13:52,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 14:00,General ,TWITTER,Community Engagement ,16540,529,Photo
3/15/2023 14:00,General ,INSTAGRAM,Community Engagement ,26104,894,Carousel
3/15/2023 14:00,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 14:00,General ,INSTAGRAM,N/A ,0,0,Text
3/15/2023 15:00,General ,INSTAGRAM,Evergreen ,8624,143,Video
3/15/2023 16:00,DOTA2,TWITTER,N/A ,660,17,Photo
3/15/2023 16:00,General ,TWITTER,Community Engagement ,12513,106,Photo
3/15/2023 16:00,General ,FBPAGE,N/A ,29119,1681,Photo
3/15/2023 16:08,DOTA2,TWITTER,N/A ,0,0,Photo
3/15/2023 16:30,DOTA2,TWITTER,N/A ,926,40,Photo
3/15/2023 16:37,General ,TWITTER,N/A ,21783,125,Text
3/15/2023 16:43,DOTA2,TWITTER,N/A ,0,0,Text
3/15/2023 17:07,DOTA2,TWITTER,N/A ,608,10,Photo
3/15/2023 17:07,General ,TWITTER,Community Engagement ,13197,110,Photo
3/15/2023 17:07,General ,FBPAGE,N/A ,45243,1645,Photo
3/15/2023 17:30,General ,TWITTER,Community Engagement ,13928,66,Photo
3/15/2023 17:42,DOTA2,TWITTER,N/A ,826,18,Photo
3/15/2023 17:42,General ,TWITTER,Community Engagement ,16693,281,Photo
3/15/2023 17:42,General ,FBPAGE,N/A ,38688,5864,Photo
3/15/2023 17:45,General ,TWITTER,Community Engagement ,20323,1041,Photo
3/15/2023 17:46,DOTA2,TWITTER,N/A ,1020,29,Photo
3/15/2023 17:47,General ,TWITTER,Community Engagement ,666,19,Photo
3/15/2023 18:36,CSGO,TWITTER,Community Engagement ,2591,40,Photo
3/15/2023 19:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,388,17,Video
3/15/2023 19:24,CSGO,TWITTER,Community Engagement ,1718,7,Photo
3/15/2023 20:22,CSGO,TWITTER,Community Engagement ,1220,13,Photo
3/16/2023 9:00,General ,TIKTOK_BUSINESS,Evergreen ,1304,105,Video
3/16/2023 9:06,General ,INSTAGRAM,Evergreen ,14296,241,Video
3/16/2023 9:11,General ,YOUTUBE,N/A ,2002,66,Video
3/16/2023 10:26,General ,FBPAGE,Community Engagement ,12766,1656,Video
3/16/2023 10:27,DOTA2,TWITTER,Community Engagement ,1508,113,Photo
3/16/2023 10:27,DOTA2,TWITTER,N/A ,526,20,Photo
3/16/2023 10:27,General ,FBPAGE,N/A ,0,0,Photo
3/16/2023 11:00,General ,TWITTER,Community Engagement ,19277,584,Video
3/16/2023 11:18,General ,YOUTUBE,N/A ,1725,26,Video
3/16/2023 12:00,General ,TWITTER,Community Engagement ,13503,425,Photo
3/16/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,1628,122,Video
3/16/2023 12:00,General ,INSTAGRAM,Evergreen ,10329,120,Video
3/16/2023 12:05,General ,TWITTER,Community Engagement ,1977,31,Text
3/16/2023 13:00,General ,TWITTER,Community Engagement ,11840,274,Video
3/16/2023 13:00,General ,FBPAGE,Community Engagement ,10935,521,Video
3/16/2023 14:02,DOTA2,TWITTER,N/A ,651,11,Photo
3/16/2023 14:02,General ,TWITTER,Community Engagement ,13326,169,Photo
3/16/2023 14:08,DOTA2,TWITTER,Community Engagement ,2186,95,Photo
3/16/2023 14:08,General ,FBPAGE,Community Engagement ,19125,1437,Photo
3/16/2023 14:10,DOTA2,TWITTER,N/A ,151,5,Text
3/16/2023 14:27,General ,TWITTER,Community Engagement ,15135,204,Photo
3/16/2023 14:51,DOTA2,TWITTER,N/A ,914,19,Photo
3/16/2023 14:51,General ,TWITTER,Community Engagement ,150173,5244,Photo
3/16/2023 14:55,DOTA2,YOUTUBE,N/A ,0,0,Video
3/16/2023 15:06,General ,YOUTUBE,N/A ,1376,16,Video
3/16/2023 15:15,DOTA2,TWITTER,Community Engagement ,2613,140,Photo
3/16/2023 15:15,General ,FBPAGE,Community Engagement ,44956,5271,Photo
3/16/2023 15:18,General ,FBPAGE,N/A ,0,0,Text
3/16/2023 15:18,General ,FBPAGE,N/A ,0,0,Text
3/16/2023 15:35,DOTA2,YOUTUBE,N/A ,1,0,Video
3/16/2023 15:45,General ,TWITTER,N/A ,0,0,Video
3/16/2023 15:46,General ,TWITTER,N/A ,243,15,Text
3/16/2023 16:27,DOTA2,TWITTER,Community Engagement ,3545,135,Photo
3/16/2023 16:27,General ,FBPAGE,Community Engagement ,32910,3796,Photo
3/16/2023 18:40,General ,TWITTER,N/A ,0,0,Video
3/17/2023 8:58,General ,TWITTER,N/A ,0,0,Photo
3/17/2023 8:59,General ,TWITTER,Community Engagement ,183,5,Text
3/17/2023 9:00,General ,TWITTER,Evil Exhibited ,321,13,Text
3/17/2023 9:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,314,10,Video
3/17/2023 9:12,General ,INSTAGRAM,Evil Exhibited ,7215,70,Video
3/17/2023 10:05,General ,YOUTUBE,N/A ,0,0,Text
3/17/2023 10:05,General ,YOUTUBE,N/A ,0,0,Text
3/17/2023 10:14,General ,YOUTUBE,N/A ,0,0,Text
3/17/2023 10:53,DOTA2,YOUTUBE,N/A ,64879,4388,Video
3/17/2023 11:06,DOTA2,TWITTER,N/A ,442,12,Text
3/17/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,389,18,Video
3/17/2023 12:00,General ,INSTAGRAM,Evergreen ,21615,423,Video
3/17/2023 12:17,General,LINKEDIN_COMPANY,Community Engagement ,3358,133,Photo
3/17/2023 15:49,General ,TWITTER,Community Engagement ,52099,258,Text
3/17/2023 16:03,General ,TWITTER,Community Engagement ,42614,465,Photo
3/17/2023 16:07,DOTA2,TWITTER,Community Engagement ,894,11,Photo
3/17/2023 16:37,General ,TWITTER,Community Engagement ,19909,93,Text
3/17/2023 16:53,General ,TWITTER,Community Engagement ,23742,407,Photo
3/17/2023 16:53,General ,TWITTER,Community Engagement ,18210,65,Text
3/17/2023 16:54,DOTA2,TWITTER,N/A ,1324,41,Photo
3/17/2023 17:02,General ,TWITTER,Community Engagement ,1902,81,Photo
3/17/2023 19:24,General ,TWITTER,Community Engagement ,172,8,Text
3/17/2023 19:57,General ,TWITTER,Community Engagement ,43899,386,Photo
3/17/2023 20:00,General ,TWITTER,Community Engagement ,13070,185,Photo
3/17/2023 20:36,General ,TWITTER,Community Engagement ,15247,235,Photo
3/17/2023 20:49,General ,TWITTER,Community Engagement ,21230,466,Photo
3/17/2023 20:50,General ,TWITTER,Community Engagement ,29121,564,Photo
3/18/2023 9:00,DOTA2,TWITTER,Community Engagement ,9385,464,Photo
3/18/2023 9:00,General ,TWITTER,Community Engagement ,13352,168,Photo
3/18/2023 9:00,General ,INSTAGRAM,Community Engagement ,29839,1743,Photo
3/18/2023 9:00,General ,FBPAGE,Community Engagement ,62861,13950,Photo
3/18/2023 9:00,General ,FBPAGE,Community Engagement ,38378,3430,Photo
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text
3/18/2023 18:03,Valorant,YOUTUBE,Evil Exhibited ,1446,50,Video
3/18/2023 18:16,DOTA2,TWITTER,N/A ,0,0,Text
3/18/2023 19:22,General ,TWITTER,N/A ,0,0,Text
3/19/2023 7:54,General ,TWITTER,N/A ,0,0,Photo
3/19/2023 9:00,General ,FBPAGE,N/A ,14282,3398,Photo
3/19/2023 9:00,General ,FBPAGE,N/A ,28564,6795,Photo
3/19/2023 9:15,General ,FBPAGE,N/A ,14282,3398,Photo
3/19/2023 9:17,DOTA2,TWITTER,N/A ,1052,47,Photo
3/19/2023 9:17,DOTA2,TWITTER,N/A ,6896,386,Photo
3/19/2023 11:30,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
3/19/2023 11:31,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
3/19/2023 12:06,General ,TWITTER,Community Engagement ,756,17,Text
3/19/2023 12:06,General ,TWITTER,N/A ,0,0,Photo
3/19/2023 13:40,DOTA2,TWITTER,Community Engagement ,1077,38,Photo
3/19/2023 13:40,General ,FBPAGE,Community Engagement ,16607,1322,Photo
3/19/2023 14:48,General ,TWITTER,N/A ,0,0,Link
3/19/2023 14:48,General ,TWITTER,N/A ,0,0,Link
3/19/2023 15:36,DOTA2,TWITTER,Community Engagement ,4062,142,Photo
3/19/2023 15:36,General ,FBPAGE,Community Engagement ,29585,3412,Photo
3/19/2023 16:26,General ,TWITTER,N/A ,0,0,Link
3/19/2023 16:43,CSGO,TWITTER,Community Engagement ,5051,145,Photo
3/19/2023 17:19,General ,TWITTER,N/A ,0,0,Photo
3/19/2023 17:20,General ,TWITTER,Community Engagement ,505,24,Text
3/19/2023 17:45,CSGO,TWITTER,Community Engagement ,816,19,Photo
3/19/2023 18:35,CSGO,TWITTER,Community Engagement ,1593,16,Photo
3/19/2023 18:53,General ,TWITTER,Community Engagement ,230,7,Text
3/19/2023 18:57,CSGO,TWITTER,Community Engagement ,1191,17,Text
3/20/2023 6:00,General ,TIKTOK_BUSINESS,Evergreen ,64,2,Video
3/20/2023 6:06,General ,INSTAGRAM,Evergreen ,6515,66,Video
3/20/2023 7:16,DOTA2,TWITTER,N/A ,1044,66,Text
3/20/2023 8:30,DOTA2,TWITTER,N/A ,1235,56,Text
3/20/2023 9:00,General ,FBPAGE,Community Engagement ,47518,15219,Video
3/20/2023 9:00,General ,FBPAGE,Community Engagement ,118245,13438,Video
3/20/2023 9:01,DOTA2,TWITTER,Community Engagement ,15547,1628,Video
3/20/2023 9:01,General ,TWITTER,Community Engagement ,22456,814,Video
3/20/2023 9:01,General ,INSTAGRAM,Community Engagement ,41199,3073,Video
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text
3/20/2023 9:58,General ,TIKTOK_BUSINESS,Evergreen ,966,46,Video
3/20/2023 9:58,General ,INSTAGRAM,Evergreen ,206,2,Video
3/20/2023 10:01,CSGO,TWITTER,Community Engagement ,144080,10909,Photo
3/20/2023 10:01,General ,TWITTER,N/A ,0,0,Photo
3/20/2023 10:22,General ,TWITTER,Community Engagement ,400,20,Text
3/20/2023 12:00,General ,TWITTER,Community Engagement ,14712,151,Photo
3/20/2023 12:01,General ,TIKTOK_BUSINESS,Evergreen ,139,5,Video
3/20/2023 12:08,General ,INSTAGRAM,Evergreen ,8033,79,Video
3/20/2023 12:37,DOTA2,TWITTER,N/A ,806,136,Link
3/20/2023 13:21,General ,TWITTER,N/A ,0,0,Photo
3/20/2023 13:22,General ,TWITTER,Community Engagement ,289,14,Text
3/20/2023 13:23,General ,TWITTER,N/A ,0,0,Text
3/20/2023 13:24,General ,TWITTER,N/A ,0,0,Text
3/20/2023 14:08,General ,TIKTOK_BUSINESS,Evergreen ,1021,36,Video
3/20/2023 14:08,General ,INSTAGRAM,Evergreen ,10618,130,Video
3/20/2023 15:05,DOTA2,TWITTER,N/A ,0,0,Photo
3/20/2023 16:15,CSGO,TWITTER,Community Engagement ,4354,119,Photo
3/20/2023 16:30,General ,YOUTUBE,N/A ,2208,66,Video
3/20/2023 16:35,General ,TWITTER,N/A ,0,0,Photo
3/20/2023 17:19,CSGO,TWITTER,Community Engagement ,1847,17,Photo
3/20/2023 17:55,DOTA2,TWITTER,N/A ,24,4,Text
3/20/2023 17:56,DOTA2,TWITTER,N/A ,0,0,Photo
3/20/2023 18:10,General ,TWITTER,N/A ,0,0,Photo
3/20/2023 18:10,General ,TWITTER,N/A ,0,0,Photo
3/20/2023 18:20,CSGO,TWITTER,Community Engagement ,1484,27,Photo
3/21/2023 7:36,DOTA2,TWITTER,N/A ,0,0,Photo
3/21/2023 7:50,DOTA2,TWITTER,N/A ,135,12,Text
3/21/2023 9:02,General ,TWITTER,N/A ,0,0,Photo
3/21/2023 9:10,General ,TIKTOK_BUSINESS,Evergreen ,1057,42,Video
3/21/2023 9:10,General ,INSTAGRAM,Evergreen ,16315,224,Video
3/21/2023 9:20,DOTA2,TWITTER,N/A ,19,1,Text
3/21/2023 9:23,DOTA2,TWITTER,Community Engagement ,6102,364,Photo
3/21/2023 9:23,DOTA2,TWITTER,N/A ,800,33,Photo
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,29818,8025,Photo
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,29818,8025,Photo
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,59636,16048,Photo
3/21/2023 9:25,General ,FBPAGE,N/A ,0,0,Text
3/21/2023 9:25,General ,FBPAGE,N/A ,0,0,Text
3/21/2023 10:14,DOTA2,TWITTER,Community Engagement ,1704,78,Photo
3/21/2023 10:14,General ,FBPAGE,Community Engagement ,21722,1667,Photo
3/21/2023 10:46,Valorant,YOUTUBE,Evil Exhibited ,298,6,Video
3/21/2023 10:46,Valorant,YOUTUBE,Evil Exhibited ,1336,29,Video
3/21/2023 10:48,DOTA2,YOUTUBE,N/A ,2093,111,Video
3/21/2023 11:00,General ,TWITTER,Evil Exhibited ,14609,378,Video
3/21/2023 11:19,General ,YOUTUBE,N/A ,761,15,Video
3/21/2023 11:20,Valorant,YOUTUBE,Evil Exhibited ,0,0,Video
3/21/2023 11:22,General ,YOUTUBE,N/A ,1600,52,Video
3/21/2023 11:24,General ,YOUTUBE,N/A ,5091,130,Video
3/21/2023 11:25,DOTA2,TWITTER,Community Engagement ,3122,263,Photo
3/21/2023 11:25,General ,FBPAGE,Community Engagement ,36680,6625,Photo
3/21/2023 11:39,Valorant,YOUTUBE,Evil Exhibited ,572,14,Video
3/21/2023 11:44,DOTA2,YOUTUBE,N/A ,690,37,Video
3/21/2023 11:47,DOTA2,YOUTUBE,N/A ,852,65,Video
3/21/2023 12:20,General ,TIKTOK_BUSINESS,Evergreen ,132,4,Video
3/21/2023 12:20,General ,INSTAGRAM,Evergreen ,10624,131,Video
3/21/2023 12:21,General ,TWITTER,Community Engagement ,18422,61,Photo
3/21/2023 12:22,General ,TWITTER,Community Engagement ,1793,29,Photo
3/21/2023 12:46,DOTA2,TWITTER,N/A ,5795,353,Photo
3/21/2023 13:12,DOTA2,TWITTER,N/A ,27,1,Text
3/21/2023 13:33,DOTA2,TWITTER,Community Engagement ,2877,150,Photo
3/21/2023 13:33,General ,FBPAGE,Community Engagement ,30357,4106,Photo
3/21/2023 13:35,General ,TWITTER,Community Engagement ,15423,133,Photo
3/21/2023 17:06,CSGO,TWITTER,Community Engagement ,2117,38,Photo
3/21/2023 18:09,CSGO,TWITTER,Community Engagement ,2187,271,Video
3/21/2023 18:13,CSGO,TWITTER,Community Engagement ,1415,22,Photo
3/21/2023 18:33,CSGO,TWITTER,Community Engagement ,34095,2248,Video
3/21/2023 19:35,CSGO,TWITTER,Community Engagement ,971,13,Photo
3/21/2023 22:10,CSGO,TWITTER,N/A ,0,0,Text
3/22/2023 8:50,CSGO,TWITTER,N/A ,0,0,Link
3/22/2023 8:51,CSGO,TWITTER,Community Engagement ,88,9,Video
3/22/2023 9:03,General ,FBPAGE,Community Engagement ,21408,3964,Video
3/22/2023 9:14,General ,FBPAGE,Community Engagement ,38892,3862,Video
3/22/2023 9:42,CSGO,TWITTER,Community Engagement ,205398,3831,Photo
3/22/2023 9:48,CSGO,TWITTER,Community Engagement ,1565,105,Video
3/22/2023 9:49,CSGO,TWITTER,Community Engagement ,78,6,Video
3/22/2023 10:34,DOTA2,TWITTER,N/A ,0,0,Text
3/22/2023 10:59,General,LINKEDIN_COMPANY,Community Engagement ,2046,45,Photo
3/22/2023 11:00,General ,TWITTER,Community Engagement ,12755,94,Photo
3/22/2023 11:23,DOTA2,TWITTER,N/A ,1450,26,Text
3/22/2023 11:28,DOTA2,TWITTER,N/A ,0,0,Photo
3/22/2023 11:48,General ,TIKTOK_BUSINESS,Evergreen ,93,2,Video
3/22/2023 11:49,General ,INSTAGRAM,Evergreen ,7449,85,Video
3/22/2023 13:01,General ,TWITTER,N/A ,0,0,Photo
3/22/2023 13:03,General ,TWITTER,Community Engagement ,23361,1043,Video
3/22/2023 13:13,General ,TWITTER,Community Engagement ,16900,212,Photo
3/22/2023 13:14,General ,INSTAGRAM,Community Engagement ,8023,288,Photo
3/22/2023 13:14,General ,INSTAGRAM,N/A ,0,0,Text
