Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
2/10/2023 11:00,DOTA2,TWITTER,Evil Exhibited ,1051,40,Photo
2/10/2023 11:00,General ,TWITTER,Evil Exhibited ,50167,3595,Photo
2/10/2023 11:00,General ,TIKTOK_BUSINESS,Community Engagement ,157,9,Video
2/10/2023 11:00,General ,FBPAGE,Evil Exhibited ,22567,470,Photo
2/10/2023 11:00,General ,FBPAGE,Evil Exhibited ,11284,235,Photo
2/10/2023 11:00,General ,FBPAGE,Evil Exhibited ,11284,235,Photo
2/10/2023 11:00,General ,FBPAGE,Evil Exhibited ,18546,483,Photo
2/10/2023 11:00,General ,FBPAGE,N/A ,9273,242,Photo
2/10/2023 11:00,General ,FBPAGE,N/A ,9273,242,Photo
2/10/2023 11:04,General ,TWITTER,Evil Exhibited ,1387,13,Text
2/10/2023 11:13,General ,TWITTER,Community Engagement ,134,3,Text
2/10/2023 11:14,General ,TWITTER,Community Engagement ,144,2,Text
2/10/2023 11:27,General ,TWITTER,Evil Exhibited ,1355,15,Text
2/10/2023 11:35,General ,INSTAGRAM,Community Engagement ,9312,119,Video
2/10/2023 11:35,General ,INSTAGRAM,N/A ,0,0,Text
2/10/2023 11:35,General ,INSTAGRAM,N/A ,0,0,Text
2/10/2023 13:00,DOTA2,TWITTER,N/A ,1031,55,Photo
2/10/2023 13:00,General ,FBPAGE,N/A ,20958,1908,Photo
2/10/2023 13:10,General ,TWITTER,Community Engagement ,2082,75,Video
2/10/2023 13:27,General ,TWITTER,Community Engagement ,792,3,Text
2/10/2023 13:30,General ,YOUTUBE,Evergreen ,866,27,Video
2/10/2023 13:30,General ,TIKTOK_BUSINESS,Evergreen ,4205,130,Video
2/10/2023 13:30,General ,INSTAGRAM,Evergreen ,11079,246,Video
2/10/2023 14:01,General ,TWITTER,Community Engagement ,15170,327,Video
2/10/2023 14:39,General ,TWITTER,Community Engagement ,44448,333,Photo
2/10/2023 14:45,DOTA2,TWITTER,N/A ,1983,99,Video
2/10/2023 15:40,General ,TWITTER,Community Engagement ,20576,1047,Video
2/10/2023 15:43,General ,TWITTER,Community Engagement ,757,38,Video
2/10/2023 15:50,General ,INSTAGRAM,Community Engagement ,2982,0,Video
2/10/2023 15:50,General ,INSTAGRAM,N/A ,0,0,Photo
2/10/2023 15:53,DOTA2,TWITTER,N/A ,682,14,Photo
2/10/2023 15:53,General ,TWITTER,Community Engagement ,34626,182,Photo
2/10/2023 15:53,General ,FBPAGE,N/A ,13542,339,Photo
2/10/2023 16:00,DOTA2,TWITTER,N/A ,693,15,Photo
2/10/2023 16:00,General ,TWITTER,Community Engagement ,11673,157,Photo
2/10/2023 16:01,General ,TWITTER,Community Engagement ,2804,60,Video
2/10/2023 16:10,DOTA2,TWITTER,N/A ,339,10,Video
2/10/2023 16:17,DOTA2,TWITTER,N/A ,794,27,Photo
2/10/2023 16:21,CSGO,TWITTER,Community Engagement ,3161,75,Photo
2/10/2023 16:21,DOTA2,TWITTER,N/A ,916,25,Text
2/10/2023 16:21,General ,TWITTER,Community Engagement ,15720,105,Photo
2/10/2023 16:26,DOTA2,TWITTER,N/A ,827,16,Photo
2/10/2023 16:27,General ,INSTAGRAM,Community Engagement ,2796,0,Video
2/10/2023 16:33,General ,TWITTER,Community Engagement ,17162,167,Photo
2/10/2023 16:39,General ,TWITTER,Community Engagement ,58502,827,Photo
2/10/2023 16:40,DOTA2,TWITTER,N/A ,702,13,Photo
2/10/2023 16:40,General ,FBPAGE,N/A ,20089,710,Photo
2/10/2023 16:41,General ,TWITTER,Community Engagement ,28821,309,Photo
2/10/2023 16:50,General ,TWITTER,Community Engagement ,17485,288,Photo
2/10/2023 16:52,DOTA2,TWITTER,N/A ,1033,11,Video
2/10/2023 16:55,General ,TWITTER,Community Engagement ,205,10,Video
2/10/2023 17:08,General ,TWITTER,Community Engagement ,13611,173,Photo
2/10/2023 17:32,CSGO,TWITTER,Community Engagement ,946,20,Photo
2/10/2023 18:32,CSGO,TWITTER,Community Engagement ,1742,14,Photo
2/10/2023 19:26,CSGO,TWITTER,Community Engagement ,1309,22,Photo
2/11/2023 9:00,General ,YOUTUBE,Evergreen ,484,21,Video
2/11/2023 9:00,General ,TWITTER,Community Engagement ,37653,514,Photo
2/11/2023 9:00,General ,TIKTOK_BUSINESS,Evergreen ,242,16,Video
2/11/2023 9:00,General ,INSTAGRAM,Evergreen ,128,2,Video
2/11/2023 9:25,General ,TWITTER,Evil Exhibited ,1046,22,Text
2/11/2023 11:00,General ,TWITTER,Evil Exhibited ,13322,55,Photo
2/11/2023 11:00,General ,INSTAGRAM,Evil Exhibited ,10621,158,Photo
2/11/2023 11:00,General ,FBPAGE,Evil Exhibited ,14221,89,Photo
2/11/2023 13:16,General ,TWITTER,Community Engagement ,14519,72,Photo
2/11/2023 13:29,General ,INSTAGRAM,Community Engagement ,4039,0,Video
2/11/2023 13:30,General ,INSTAGRAM,Community Engagement ,3727,0,Photo
2/11/2023 13:34,General ,INSTAGRAM,Community Engagement ,3581,0,Video
2/11/2023 13:34,General ,INSTAGRAM,N/A ,0,0,Photo
2/11/2023 13:34,General ,INSTAGRAM,N/A ,0,0,Photo
2/11/2023 13:40,General ,INSTAGRAM,Community Engagement ,3410,0,Video
2/11/2023 13:41,General ,INSTAGRAM,N/A ,0,0,Photo
2/11/2023 13:41,General ,INSTAGRAM,N/A ,0,0,Photo
2/11/2023 13:49,General ,TWITTER,Community Engagement ,14658,253,Video
2/11/2023 13:58,General ,TWITTER,Community Engagement ,422,10,Video
2/11/2023 14:07,General ,TWITTER,Community Engagement ,47109,202,Photo
2/11/2023 14:50,General ,TWITTER,Community Engagement ,14873,244,Video
2/11/2023 15:05,General ,TWITTER,Community Engagement ,20354,111,Photo
2/11/2023 15:09,General ,TWITTER,Community Engagement ,154,4,Text
2/11/2023 15:13,General ,TWITTER,Community Engagement ,401,12,Text
2/11/2023 15:13,General ,TWITTER,N/A ,0,0,Video
2/11/2023 17:34,CSGO,TWITTER,Community Engagement ,8671,294,Photo
2/11/2023 18:28,CSGO,TWITTER,Community Engagement ,2330,62,Photo
